artifact_id,text,evidence_type,timestamp,gold_controls,gold_rationale
143,"User 'j.doe' was offboarded yesterday, but their access to the third-party SaaS marketing platform remains active. The automated de-provisioning script failed for this specific connector and requires manual cleanup.",ticket,2025-10-16T08:30:00Z,AC-2,Account management automation failed leaving a terminated user with active access to an external system.
144,"The load balancer SSL configuration is currently supporting TLS 1.0, 1.1, 1.2, and 1.3. It must be reconfigured to disable TLS 1.0 and 1.1 to comply with the organization's 'High' security baseline.",config,2025-10-16T10:45:20Z,SC-8;CM-6,Insecure protocols are currently enabled violating the secure configuration baseline for data in transit.
145,The database audit log shows a 'GRANT ALL' command executed by 'db_admin' for user 'reporting_svc' on the sensitive 'payroll' table. This level of access exceeds what is documented as necessary for the reporting service.,log,2025-10-16T13:10:55Z,AC-6;AU-6,Audit review revealed a granting of excessive privileges that violates least privilege.
146,Emergency change to increase connection limits on the web tier was applied at 03:00 UTC to handle unexpected load. The change was retrospectively entered into the change management system as ticket CHG-9921.,ticket,2025-10-16T15:30:00Z,CM-3,An emergency configuration change was implemented to maintain availability and documented afterwards.
147,The current endpoint detection and response (EDR) agent version on 20% of workstations is older than the minimum supported version. These agents may not effectively detect recent attack techniques.,config,2025-10-17T09:20:00Z,SI-3;CM-2,A significant portion of endpoints are running outdated security software deviating from the baseline.
148,Network intrusion detection system (NIDS) alerted on signature 'ET EXPLOIT Apache Log4j' from external IP 45.33.2.1 targeting the main web server. The request was blocked by the inline IPS.,log,2025-10-17T11:50:12Z,SI-4,System monitoring detected and blocked a known exploit attempt against a web server.
149,A request to allow the 'Engineering' subnet access to the 'Finance' subnet on port TCP/3389 (RDP) was rejected. RDP access must be proxied through the approved bastion hosts with full session recording.,ticket,2025-10-17T14:40:00Z,AC-17;SC-7,Direct remote access between sensitive subnets was denied in favor of a monitored secure path.
150,Review of the KMS key policy for 'key-production-db' shows that it currently allows 'kms:Decrypt' actions from any principal in the AWS account. This policy is overly permissive and should be restricted to specific IAM roles.,config,2025-10-18T08:15:30Z,SC-12;SC-28,Cryptographic key access policy is too permissive risking unauthorized access to encrypted data.
151,The SIEM is failing to parse audit logs from the legacy ERP system because they lack standard timestamps and unique event IDs. The vendor must be contacted to determine if a logging patch is available.,log,2025-10-18T10:30:45Z,AU-3,Audit records from a legacy system are missing required content for effective ingestion and analysis.
152,"Backup verification job 'Verify-Full-Wk42' completed with errors. Three files in the 'Legal' directory could not be verified due to checksum mismatches, indicating potential corruption on the backup media.",ticket,2025-10-18T13:00:00Z,CP-9;SI-7,Backup verification failed due to integrity check errors indicating potential media corruption.
153,The 'root' account on Linux server 'db-backup-01' successfully logged in via SSH from an internal IP address at 02:15 AM. Standard policy prohibits direct root login; administrators should log in as themselves and use 'sudo'.,log,2025-10-19T03:20:11Z,AC-6;AC-17,Policy violation detected where a privileged account was used directly for remote access.
154,"The configuration for the newly deployed container registry does not enforce image signing. Developers are currently able to push unsigned images, which bypasses our integrity assurance controls for production workloads.",config,2025-10-19T10:50:00Z,SI-7,Configuration fails to enforce integrity checks (signatures) for software artifacts.
155,Access review for Q3 2025 is complete. The report highlights that 5 user accounts in the 'Data Scientists' group have not been used in over 90 days and should be disabled.,ticket,2025-10-19T14:15:00Z,AC-2,Periodic account review identified dormant accounts that should be deactivated.
156,"The firewall dropped 12,000 packets in the last minute from various external IPs targeting port 445 (SMB). This appears to be a distributed scan for exposed Windows services.",log,2025-10-20T09:10:33Z,SC-5;SC-7,Boundary protection successfully blocked a high volume of scanning traffic targeting a vulnerable port.
157,"Currently, the organization's external DNS provider does not have DNSSEC enabled for the primary domain. This leaves the domain vulnerable to DNS spoofing and cache poisoning attacks.",config,2025-10-20T11:30:00Z,SC-8;SI-7,Lack of DNSSEC configuration compromises the integrity of name resolution for the organization.
158,Ticket created to investigate why the automated vulnerability scanner has not reported any results for the DMZ network segment for the last three consecutive weeks.,ticket,2025-10-20T13:50:00Z,RA-5,Investigation initiated into a failure of the continuous vulnerability monitoring process.
159,"Log analysis shows that the account 'svc-monitoring' is being used to authenticate to 50+ servers every minute. While likely normal behavior for this service account, it is generating excessive noise in the authentication logs.",log,2025-10-20T16:20:10Z,AU-6,High-frequency authentication events from a service account are creating noise that complicates audit review.
160,"The password complexity filter on the main domain controller is currently disabled. This allows users to set passwords that do not meet the requirements for mixed-case, numbers, and special characters.",config,2025-10-21T09:45:00Z,IA-5,Authenticator management technical controls are not enforcing the written password complexity policy.
161,"During the routine monthly patch cycle, security update KB504432 failed to install on 15% of the Windows Server fleet due to insufficient disk space. A follow-up remediation task has been created.",ticket,2025-10-21T11:10:00Z,SI-2,Routine flaw remediation failed on a subset of hosts and requires manual follow-up.
162,The web server's error logs are currently configured to display full stack traces to the end-user in the browser. This information leakage could assist an attacker and should be disabled in production.,config,2025-10-21T14:30:00Z,CM-6,Insecure configuration setting is causing information leakage via detailed error messages.
163,"At 2025-10-22 04:00 UTC, the primary data center switched to UPS power due to a utility outage. All critical security systems (firewalls, IDS, authentication servers) remained online without interruption.",log,2025-10-22T04:30:00Z,CP-9,Backup power systems successfully maintained the availability of critical security components.
