artifact_id,text,evidence_type,timestamp,gold_controls,gold_rationale,partition
10137,A new rogue device detected by wireless sensors on floor 4 has been physically located and removed. It was a consumer-grade Wi-Fi router plugged into an active ethernet jack under a desk in the finance department.,ticket,2025-10-14 10:30:00+00:00,AC-18;SI-4,System monitoring identified an unauthorized wireless access point which was subsequently removed.,train
10138,Audit logs for the 'payment-api' container are being written to local ephemeral storage and are lost whenever the container restarts. They must be shipped to standard output or a persistent collector to ensure durability.,config,2025-10-14 12:50:00+00:00,AU-11;AU-12,Audit record retention is compromised because logs are stored on non-persistent media.,dev
10139,Anti-malware real-time protection was manually disabled by a local administrator on host 'research-05'. The central management console marked the host as 'Non-Compliant' and sent an alert to the SOC.,log,2025-10-14 15:22:11+00:00,SI-3;CM-6,Malicious code protection was disabled by a user causing a deviation from secure configuration.,train
10140,The scheduled vulnerability scan for the PCI segment did not run last night because the scanner appliance lost network connectivity. The scan has been manually rescheduled for tonight at 22:00 UTC.,ticket,2025-10-15 09:05:00+00:00,RA-5,Vulnerability monitoring was interrupted by a technical failure and has been rescheduled.,train
10141,Anomaly detection noticed a 10x increase in outbound traffic from the 'archive' server to an unknown external IP address. The session was terminated by the firewall after 500MB of data was transmitted.,log,2025-10-15 11:40:33+00:00,SI-4;SC-7,System monitoring detected anomalous outbound traffic which was then blocked by boundary controls.,train
10142,"Configuration policy for mobile devices currently allows a 6-digit numeric PIN for unlock. To meet the new security standard, this must be updated to require a minimum 8-character alphanumeric passcode.",config,2025-10-15 14:15:00+00:00,IA-5,Authenticator management policy for mobile devices does not meet current complexity requirements.,train
10143,"User 'j.doe' was offboarded yesterday, but their access to the third-party SaaS marketing platform remains active. The automated de-provisioning script failed for this specific connector and requires manual cleanup.",ticket,2025-10-16 08:30:00+00:00,AC-2,Account management automation failed leaving a terminated user with active access to an external system.,train
10144,"The load balancer SSL configuration is currently supporting TLS 1.0, 1.1, 1.2, and 1.3. It must be reconfigured to disable TLS 1.0 and 1.1 to comply with the organization's 'High' security baseline.",config,2025-10-16 10:45:20+00:00,SC-8;CM-6,Insecure protocols are currently enabled violating the secure configuration baseline for data in transit.,dev
10145,The database audit log shows a 'GRANT ALL' command executed by 'db_admin' for user 'reporting_svc' on the sensitive 'payroll' table. This level of access exceeds what is documented as necessary for the reporting service.,log,2025-10-16 13:10:55+00:00,AC-6;AU-6,Audit review revealed a granting of excessive privileges that violates least privilege.,train
10146,Emergency change to increase connection limits on the web tier was applied at 03:00 UTC to handle unexpected load. The change was retrospectively entered into the change management system as ticket CHG-9921.,ticket,2025-10-16 15:30:00+00:00,CM-3,An emergency configuration change was implemented to maintain availability and documented afterwards.,train
10147,The current endpoint detection and response (EDR) agent version on 20% of workstations is older than the minimum supported version. These agents may not effectively detect recent attack techniques.,config,2025-10-17 09:20:00+00:00,SI-3;CM-2,A significant portion of endpoints are running outdated security software deviating from the baseline.,test
10148,Network intrusion detection system (NIDS) alerted on signature 'ET EXPLOIT Apache Log4j' from external IP 45.33.2.1 targeting the main web server. The request was blocked by the inline IPS.,log,2025-10-17 11:50:12+00:00,SI-4,System monitoring detected and blocked a known exploit attempt against a web server.,train
10149,A request to allow the 'Engineering' subnet access to the 'Finance' subnet on port TCP/3389 (RDP) was rejected. RDP access must be proxied through the approved bastion hosts with full session recording.,ticket,2025-10-17 14:40:00+00:00,AC-17;SC-7,Direct remote access between sensitive subnets was denied in favor of a monitored secure path.,train
10150,Review of the KMS key policy for 'key-production-db' shows that it currently allows 'kms:Decrypt' actions from any principal in the AWS account. This policy is overly permissive and should be restricted to specific IAM roles.,config,2025-10-18 08:15:30+00:00,SC-12;SC-28,Cryptographic key access policy is too permissive risking unauthorized access to encrypted data.,train
10151,The SIEM is failing to parse audit logs from the legacy ERP system because they lack standard timestamps and unique event IDs. The vendor must be contacted to determine if a logging patch is available.,log,2025-10-18 10:30:45+00:00,AU-3,Audit records from a legacy system are missing required content for effective ingestion and analysis.,train
10152,"Backup verification job 'Verify-Full-Wk42' completed with errors. Three files in the 'Legal' directory could not be verified due to checksum mismatches, indicating potential corruption on the backup media.",ticket,2025-10-18 13:00:00+00:00,CP-9;SI-7,Backup verification failed due to integrity check errors indicating potential media corruption.,train
10153,The 'root' account on Linux server 'db-backup-01' successfully logged in via SSH from an internal IP address at 02:15 AM. Standard policy prohibits direct root login; administrators should log in as themselves and use 'sudo'.,log,2025-10-19 03:20:11+00:00,AC-6;AC-17,Policy violation detected where a privileged account was used directly for remote access.,train
10154,"The configuration for the newly deployed container registry does not enforce image signing. Developers are currently able to push unsigned images, which bypasses our integrity assurance controls for production workloads.",config,2025-10-19 10:50:00+00:00,SI-7,Configuration fails to enforce integrity checks (signatures) for software artifacts.,test
10155,Access review for Q3 2025 is complete. The report highlights that 5 user accounts in the 'Data Scientists' group have not been used in over 90 days and should be disabled.,ticket,2025-10-19 14:15:00+00:00,AC-2,Periodic account review identified dormant accounts that should be deactivated.,test
10156,"The firewall dropped 12,000 packets in the last minute from various external IPs targeting port 445 (SMB). This appears to be a distributed scan for exposed Windows services.",log,2025-10-20 09:10:33+00:00,SC-5;SC-7,Boundary protection successfully blocked a high volume of scanning traffic targeting a vulnerable port.,train
10157,"Currently, the organization's external DNS provider does not have DNSSEC enabled for the primary domain. This leaves the domain vulnerable to DNS spoofing and cache poisoning attacks.",config,2025-10-20 11:30:00+00:00,SC-8;SI-7,Lack of DNSSEC configuration compromises the integrity of name resolution for the organization.,train
